register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
99400344770,WC Públic,92086011942,Turó Park - Parc del Poeta Eduard Marquina,2014-06-11T00:00:00+02:00,2021-04-18T02:10:19.168959+02:00,,,143507,Av Pau Casals,19,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08021,BARCELONA,True,,,,,,,,,,,,,,428061.0010413807,4582898.827410442,41.39440798436396,2.1394712589492504
99400344781,WC Públic,92086020872,Parc de la Creueta del Coll,2014-06-11T00:00:00+02:00,2021-04-18T02:10:18.465871+02:00,,,230000,Pg Mare de Déu del Coll,77,,29,el Coll,06,Gràcia,08023,BARCELONA,True,,,,,,,,,,,,,,428892.84834809304,4585783.552456824,41.420463543312195,2.149081749832279
99400344281,WC Públic,92086028091,Parc de l'Estació del Nord,2014-06-04T00:00:00+02:00,2021-04-18T02:10:21.331000+02:00,,,225500,C Nàpols,70,,05,el Fort Pienc,02,Eixample,08018,BARCELONA,True,,,,,,,,,,,,,,431779.279930913,4582781.090329668,41.39367157911195,2.1839578397165673
99400392747,WC Públic *Plaça Terenci Moix,,,2015-07-31T14:07:12+02:00,2021-04-18T02:10:15.858882+02:00,,,701671,Pl Terenci Moix,1,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,227322,100050,Telèfons,No tenen telèfon,-,True,,,,,,,430219.75330331293,4581738.316186298,41.38414585266833,2.165425105434271
99400526821,WC Públic,95109130139,Jardins del  Baix Guinardó,2017-09-01T00:00:00+02:00,2021-04-18T02:08:09.451510+02:00,,,197302,C Marina,372,,33,el Baix Guinardó,07,Horta-Guinardó,08025,BARCELONA,True,,,,,,,,,,,,,,430517.40482267167,4584581.420513669,41.409778507236084,2.1686584215423337
99400526822,WC Públic,92086011958,Parc del Turó de la Peira,2017-09-01T00:00:00+02:00,2021-04-18T02:08:11.257798+02:00,,,119003,Pg Fabra i Puig,396,,46,el Turó de la Peira,08,Nou Barris,08031,BARCELONA,True,,,,,,,,,,,,,,430300.49239837454,4587147.198461157,41.432868717603355,2.1657676750478574
99400526823,WC Públic,93188125133,Parc de la Trinitat,2017-09-01T00:00:00+02:00,2021-04-18T02:08:11.663781+02:00,,,314100,Pg Santa Coloma,60,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,,,,,,,,,,,,,432814.485640381,4588944.298465399,41.44926882521931,2.1956548753915466
99400344284,WC Públic,92086012013,Parc de Joan Miró,2014-06-04T00:00:00+02:00,2021-04-18T02:10:19.344513+02:00,,,018505,C Aragó,2,,09,la Nova Esquerra de l'Eixample,02,Eixample,08015,BARCELONA,True,,,,,,,,,,,,,,428709.91513748065,4581000.540072062,41.37736859072251,2.147456062468237
99400344303,WC Públic,99400320168,Parc de Can Rigal,2014-06-04T00:00:00+02:00,2021-04-18T02:10:19.152421+02:00,,,700811,Av Albert Bastardas,23,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,,,,,,,,,,,,,425390.9683537448,4581251.521906029,41.37932819241353,2.1077390567867273
99400344311,WC Públic,1338142144,Jardins del Mirador de l'Alcalde,2014-06-04T00:00:00+02:00,2021-04-21T14:45:27.945407+02:00,,,218504,Carretera de Montjuïc,41,51,11,el Poble-sec,03,Sants-Montjuïc,08038,Barcelona,True,,,,,,,,,,,,,,430458.27480407,4579873.349800231,41.36736931595779,2.1684915045199515
99400344367,WC Públic* Plaça Ferran Casablancas,,,2014-06-05T11:50:06+02:00,2021-04-18T02:10:18.291723+02:00,,,123204,Pl Ferran Casablancas,2,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,,,,,,,,,,,,,427522.01311436435,4583664.327828391,41.40125413149884,2.13293300026361
99400596897,WC Públic,96113125023,Parc del Poblenou,2018-07-09T00:00:00+02:00,2021-04-18T02:08:10.603462+02:00,,,700654,Av Litoral,59,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,232001,20001,Telèfons,Tel.,010,True,,,,,,,433526.67776055273,4583023.491392867,41.39600115472329,2.2048312863454527
99400627931,WC Públic a la cruïlla amb el c. de l'Abat Safont,92321101155,Jardins de Sant Pau del Camp,2019-05-16T00:00:00+02:00,2021-04-18T02:07:59.570792+02:00,,,000500,C Abat Safont,12,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,,,,,,,,,,,,,430570.36009333236,4580776.778643571,41.375515911605156,2.1697281130336843
99400627935,WC Públic *Plaça del Duc de Medinacelli,,,2019-05-16T15:57:44+02:00,2021-04-18T02:07:58.916624+02:00,,,106205,Pl Duc de Medinaceli,3,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,,,,,,,,,,,,,431345.29148870363,4581114.385506311,41.3786231272317,2.1789559439283264
99400628011,WC Públic *Plaça del Poeta Boscà,,,2019-05-17T11:34:17+02:00,2021-04-18T02:07:55.879654+02:00,,,260908,Pl Poeta Boscà,1,,03,la Barceloneta,01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,,,,,,432210.37004251796,4581286.445001463,41.38024616800818,2.18928120267198
99400661627,WC Públic *Biblioteca Bon Pastor,,,2020-12-31T09:26:32+01:00,2021-12-14T14:31:19.853377+01:00,,,116209,Carrer d'Estadella,64,,59,el Bon Pastor,09,Sant Andreu,08030,Barcelona,True,,,,,,,,,,,,,,433553.71377933485,4587374.891897248,41.435195225351784,2.204676708689729
99400661630,WC Públic *Biblioteca Clarà,,,2020-12-31T09:26:49+01:00,2021-12-14T13:58:59.352019+01:00,,,101405,Carrer del Doctor Carulla,22,,24,les Tres Torres,05,Sarrià-Sant Gervasi,08017,Barcelona,True,,,,,,,,,,,,,,427231.39096885273,4583521.384160167,41.39994044899448,2.1294738021393327
99400661635,WC Públic *Biblioteca de l'Eixample - Agustí Centelles,,,2020-12-31T09:27:03+01:00,2021-07-14T16:34:19.733712+02:00,,,349706,Carrer del Comte d'Urgell,145,,09,la Nova Esquerra de l'Eixample,02,Eixample,08036,Barcelona,True,,,,,,,,,,,,,,429104.39007967105,4582054.417869556,41.38689535147526,2.152049712385728
99400660317,WC Públic *Centre de Serveis Socials Cotxeres de Sants,,,2020-11-27T11:48:18+01:00,2021-04-18T02:07:31.284493+02:00,,,134958,Pas Fructuós Gelabert,2,,18,Sants,03,Sants-Montjuïc,08014,BARCELONA,True,,,,,,,,,,,,,,427794.71508560504,4580771.851110163,41.375227274375916,2.136539794102425
99400661645,WC Públic *Biblioteca Joan Miró,,,2020-12-31T09:28:14+01:00,2021-12-14T13:22:49.184577+01:00,,,362001,Carrer de Vilamarí,61,,09,la Nova Esquerra de l'Eixample,02,Eixample,08015,Barcelona,True,,,,,,,,,,,,,,428861.4016300584,4581163.331514975,41.37884820283017,2.149248360001305
99400661646,WC Públic *Biblioteca La Sagrera - Marina Clotet,,,2020-12-31T09:28:21+01:00,2021-12-14T14:32:41.780312+01:00,,,205309,Carrer del Camp del Ferro,1,,61,la Sagrera,09,Sant Andreu,08027,Barcelona,True,,,,,,,,,,,,,,432633.8339112635,4586352.100681254,41.42590664382971,2.193781307287532
99400661663,WC Públic *Biblioteca Sant Martí de Provençals,,,2020-12-31T09:30:38+01:00,2021-09-22T14:57:17.121219+02:00,,,322608,C Selva de Mar,215,,72,Sant Martí de Provençals,10,Sant Martí,08020,BARCELONA,True,,,,,,,,,,,,,,433025.44031465036,4585321.292806155,41.41665521642997,2.198581654422569
99400661666,WC Públic *Biblioteca Trinitat Vella - J. Barbero,,,2020-12-31T09:31:01+01:00,2021-09-22T14:58:10.025877+02:00,,,138700,C Galícia,16,,57,la Trinitat Vella,09,Sant Andreu,08033,BARCELONA,True,,,,,,,,,,,,,,432406.13259971066,4588953.11929821,41.44931398700405,2.1907655514008186
99400660356,"WC Públic *Servei d'Atenció a Immigrants, Emigrants i Refugiats",,,2020-11-27T13:14:15+01:00,2021-04-18T02:07:17.365667+02:00,,,331507,C Tarragona,141,,15,Hostafrancs,03,Sants-Montjuïc,08014,BARCELONA,True,,,,,,,,,,,,,,428499.1391623205,4581116.582894848,41.37839504580895,2.1449220138167027
99400661628,WC Públic *Biblioteca Camp de l'Arpa - Caterina Albert,,,2020-12-31T09:26:38+01:00,2021-12-14T14:35:02.144696+01:00,,,161407,Carrer de la Indústria,295,,64,el Camp de l'Arpa del Clot,10,Sant Martí,08041,Barcelona,True,,,,,,,,,,,,,,431663.7085550855,4585238.780338199,41.415797406903124,2.1822980548020485
99400661629,WC Públic *Biblioteca Canyelles,,,2020-12-31T09:26:44+01:00,2021-12-14T14:25:53.417621+01:00,,,153158,Ronda de la Guineueta Vella,34,,49,Canyelles,08,Nou Barris,08042,Barcelona,True,,,,,,,,,,,,,,430192.91719055106,4588362.404601604,41.44380423947469,2.1643398502586457
99400661637,WC Públic *Biblioteca Francesc Candel,,,2020-12-31T09:27:27+01:00,2021-12-14T13:29:40.441909+01:00,,,369102,Carrer de l'Amnistia Internacional,10,,13,la Marina de Port,03,Sants-Montjuïc,08038,Barcelona,True,,,,,,,,,,,,,,427759.39574896777,4579282.385645893,41.3618090328203,2.136294923801782
99400165981,WC Públic *Plaça del Teatre,,,2006-08-08T12:19:11+02:00,2021-04-18T02:10:54.019499+02:00,,,332500,Pl Teatre,30,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,216308,100050,Telèfons,No tenen telèfon,-,True,,,,,,,431105.4878204784,4581114.040460894,41.37859952317285,2.1760884466850507
99400165984,WC Públic *Plaça dels Àngels,,,2006-08-08T12:27:09+02:00,2021-04-18T02:10:53.484831+02:00,,,016601,Pl Àngels,8,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,216309,100050,Telèfons,No tenen telèfon,-,True,,,,,,,430377.1568023162,4581597.211595828,41.38288860564529,2.167323680991365
99400208739,WC Públic  *Pla de Palau,,,2008-06-20T09:43:47+02:00,2021-04-18T02:10:44.774493+02:00,,,240707,Pla Palau,2,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,BARCELONA,True,,220518,100050,Telèfons,No tenen telèfon,-,True,,,,,,,431693.3990068177,4581592.605909275,41.38295995250516,2.1830646632985733
99400208757,WC Públic *Plaça Sant Agustí,,,2008-06-20T10:59:31+02:00,2021-04-18T02:10:43.072191+02:00,,,295902,Pl Sant Agustí,2,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,220382,100050,Telèfons,No tenen telèfon,-,True,,,,,,,430751.5122151634,4581343.113152683,41.38063232697536,2.1718294900353925
99400660301,WC Públic *Espai Barcelona Cuida,,,2020-11-27T11:20:09+01:00,2021-04-18T02:07:36.637710+02:00,,,361406,C Viladomat,127,,09,la Nova Esquerra de l'Eixample,02,Eixample,08015,BARCELONA,True,,,,,,,,,,,,,,429398.6083612895,4581379.786514908,41.38084505505398,2.155646965743246
99400660302,WC Públic *Centre de Serveis Socials Casc Antic,,,2020-11-27T11:23:56+01:00,2021-04-18T02:07:36.640118+02:00,,,201400,Pg Picasso,4,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,,,,,,431598.60980263416,4582211.009855349,41.38852168631091,2.181861292520062
99400661383,WC Públic *Mercat del Ninot,,,2020-12-15T16:03:44+01:00,2021-07-05T13:52:10.245190+02:00,,,191204,C Mallorca,133,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,BARCELONA,True,,,,,,,,,,,,,,429303.3041241182,4582159.156889171,41.38785620518939,2.15441636126121
99400627908,WC Públic,96269141552,Parc de la Barceloneta,2019-05-16T00:00:00+02:00,2021-04-18T02:07:59.169607+02:00,,,197903,Pg Marítim Barceloneta,15,,03,la Barceloneta,01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,,,,,,432463.24352394824,4581584.832139807,41.38295492977149,2.1922718564968324
99400627916,WC Públic *Rambla del Raval,,,2019-05-16T13:54:19+02:00,2021-04-18T02:07:58.214937+02:00,,,701367,Rbla Raval,17,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,,,,,,,,,,,,,430553.62417563854,4581166.431836589,41.37902395648098,2.1694833518924233
99400628000,WC Públic *Passeig Picasso,,,2019-05-17T11:23:00+02:00,2021-04-18T02:07:56.264801+02:00,,,201400,Pg Picasso,12,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,,,,,,431657.12725029566,4582129.975657895,41.38779680870636,2.1825702846873716
99400661472,WC Públic *Mercat del Bon Pastor,,,2020-12-16T10:31:35+01:00,2021-07-05T13:49:21.799462+02:00,,,295709,C Sant Adrià,154,,59,el Bon Pastor,09,Sant Andreu,08030,BARCELONA,True,,,,,,,,,,,,,,433679.4865410602,4587464.588048085,41.43601348746425,2.206172152917636
99400661474,WC Públic *Mercat del Besòs,,,2020-12-16T10:37:21+01:00,2021-07-05T13:49:02.921135+02:00,,,165601,C Jaume Huguet,38,,70,el Besòs i el Maresme,10,Sant Martí,08019,BARCELONA,True,,,,,,,,,,,,,,434410.9448067151,4585594.946410013,41.41923422325342,2.2151294342851306
99400661475,WC Públic *Mercat del Poblenou,,,2020-12-16T10:39:32+01:00,2021-07-05T13:52:29.038047+02:00,,,349003,Pl Unió,25,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,,,,,,433582.40224941855,4583580.933886274,41.40102650191633,2.2054366631788116
99400661480,WC Públic *Mercat de Sant Martí,,,2020-12-16T11:02:16+01:00,2021-07-05T13:47:52.577781+02:00,,,270107,C Puigcerdà,206,,73,la Verneda i la Pau,10,Sant Martí,08020,BARCELONA,True,,,,,,,,,,,,,,433590.2247871487,4585538.739797795,41.41866057323211,2.205315371512185
99400660304,WC Públic *Centre de Serveis Socials Raval Nord,,,2020-11-27T11:28:41+01:00,2021-04-18T02:07:36.881312+02:00,,,067307,C Carme,101,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,,,,,,,,,,,,,430310.82751626207,4581263.6388378255,41.37987847792717,2.166568836947667
99400661466,WC Públic *Mercat d'Horta,,,2020-12-16T10:18:48+01:00,2021-07-05T13:42:26.303266+02:00,,,329505,C Tajo,75,,43,Horta,07,Horta-Guinardó,08032,BARCELONA,True,,,,,,,,,,,,,,429782.73749736534,4586792.483810236,41.42962884747036,2.159612517726946
99400526827,WC Públic,98294134447,Parc de Carles I,2017-09-01T00:00:00+02:00,2021-04-18T02:08:13.552581+02:00,,,062609,Av Icària,121,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,,,,,,432569.4013575771,4582254.939621691,41.3889993175699,2.193466781947299
99400660351,WC Públic *Centre de Serveis Socials Besòs,,,2020-11-27T13:03:45+01:00,2021-04-18T02:07:20.937316+02:00,,,266405,Rbla Prim,87,,70,el Besòs i el Maresme,10,Sant Martí,08019,BARCELONA,True,,,,,,,,,,,,,,434132.39656999084,4585295.865271365,41.416517694682675,2.211829061347205
99400660355,WC Públic *Centre de Serveis Socials Sant Martí - Verneda,,,2020-11-27T13:11:09+01:00,2021-04-18T02:07:20.808685+02:00,,,107503,Pl Eduard Torroja,17,,72,Sant Martí de Provençals,10,Sant Martí,08020,BARCELONA,True,,,,,,,,,,,,,,433062.44597981754,4585197.938016018,41.415547279731705,2.1990380729187695
99400660368,"WC Públic *Servei d'Atenció, Recuperació i Acollida",,,2020-11-27T13:35:03+01:00,2021-04-18T02:07:19.176275+02:00,,,701149,C Marie Curie,16,,48,la Guineueta,08,Nou Barris,08042,BARCELONA,True,,,,,,,,,,,,,,430659.4968207006,4587600.714116673,41.436984432008344,2.170012124914338
99400660370,WC Públic *Servei d'Atenció a Homes,,,2020-11-27T13:38:10+01:00,2021-04-18T02:07:20.078864+02:00,,,198203,Av Marquès de l'Argentera,22,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,,,,,,431937.5785842044,4581833.344609108,41.38514891430678,2.1859576834283163
99400661381,WC Públic *Mercat del Fort Pienc,,,2020-12-15T15:56:53+01:00,2021-07-05T13:51:07.257270+02:00,,,701420,Pl Fort Pienc,3,,05,el Fort Pienc,02,Eixample,08013,BARCELONA,True,,,,,,,,,,,,,,431653.94309761206,4583034.07083638,41.39593945700507,2.1824301808709805
99400661626,WC Públic *Biblioteca Barceloneta - La Fraternitat,,,2020-12-18T10:20:40+01:00,2021-12-14T12:23:42.578218+01:00,,,087406,Carrer del Comte de Santa Clara,8,,03,la Barceloneta,01,Ciutat Vella,08003,Barcelona,True,,,,,,,,,,,,,,432175.9403999117,4581174.16209051,41.37923196366579,2.188882052796521
99400660354,WC Públic *Centre de Serveis Socials Poblenou,,,2020-11-27T13:09:01+01:00,2021-04-18T02:07:21.026770+02:00,,,700802,Pl Josep M. Huertas Claveria,1,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,,,,,,433172.3361743264,4583879.851890094,41.4036847964897,2.2004984406892265
99400661469,WC Públic *Mercat de Montserrat,,,2020-12-16T10:25:41+01:00,2021-07-05T13:44:28.668696+02:00,,,120807,Via Favència,241,,50,les Roquetes,08,Nou Barris,08042,BARCELONA,True,,,,,,,,,,,,,,431418.29524702707,4588633.052216321,41.44634747246343,2.1789766554013283
99400661471,WC Públic *Mercat de la Trinitat,,,2020-12-16T10:29:36+01:00,2021-07-05T13:44:09.870949+02:00,,,250507,C Pedrosa,21,,53,la Trinitat Nova,08,Nou Barris,08033,BARCELONA,True,,,,,,,,,,,,,,431860.12390896515,4588889.373809468,41.448693689578036,2.1842365559790466
99400661473,WC Públic *Mercat de Sant Andreu,,,2020-12-16T10:35:05+01:00,2021-07-05T13:45:07.384747+02:00,,,295709,C Sant Adrià,16,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,,,,,,,,,,,,,432386.8531356015,4587215.271221235,41.43366018147823,2.1907292509264136
99400659982,WC Públic * Plaça Charles Darwin,,,2020-11-18T12:55:25+01:00,2021-04-18T02:07:39.061745+02:00,,,701561,Pl Charles Darwin,1,,03,la Barceloneta,01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,,,,,,432690.30926587933,4581837.378720429,41.38524858169197,2.1949592110425016
99400628008,WC Públic *Passeig Marítim,,,2019-05-17T11:30:23+02:00,2021-04-18T02:07:54.968348+02:00,,,197903,Pg Marítim de la Barceloneta,30,,03,la Barceloneta,01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,,,,,,432711.3501010566,4581638.770662862,41.38346152967781,2.1952328977717435
99400661651,WC Públic *Biblioteca Les Roquetes,,,2020-12-31T09:28:36+01:00,2021-09-23T09:01:05.459051+02:00,,,120807,Via Favència,288,,50,les Roquetes,08,Nou Barris,08042,Barcelona,True,,,,,,,,,,,,,,431262.2677817648,4588529.625191903,41.44540260061121,2.1771207332794797
99400661653,WC Públic *Biblioteca Montbau - Albert Pérez Baró,,,2020-12-31T09:28:44+01:00,2021-12-14T14:24:39.175828+01:00,,,025500,Carrer de l'Arquitectura,8,,40,Montbau,07,Horta-Guinardó,08035,Barcelona,True,,,,,,,,,,,,,,428308.10781821585,4586757.384843004,41.4291824617034,2.1419696195097804
99400661656,WC Públic *Biblioteca Nou Barris,,,2020-12-31T09:28:59+01:00,2021-12-14T13:42:58.693885+01:00,,,701639,Plaça Major de Nou Barris,2,,48,la Guineueta,08,Nou Barris,080,Barcelona,True,,,,,,,,,,,,,,430761.06383847794,4587584.210298242,41.4368445525108,2.1712296246319656
99400661657,WC Públic *Biblioteca Poblenou - Manuel Arranz,,,2020-12-31T09:29:06+01:00,2021-09-23T09:03:07.235312+02:00,,,174908,C Joncar,35,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,,,,,,433508.0759631492,4583623.627455254,41.40140488846787,2.2045428799607123
99400661660,WC Públic *Biblioteca Sagrada Família - Josep M. Ainaud de Lasarte,,,2020-12-31T09:29:27+01:00,2022-04-04T14:13:46.560524+02:00,,,268003,C Provença,480,,06,la Sagrada Família,02,Eixample,08025,BARCELONA,True,,,,,,,,,,,,,,431191.1523788591,4584090.577437759,41.40541560676076,2.1767746457391186
